developer,game_count,avg_positive_ratio,total_owners,best_game,total_owners_M
"Eurocom, THQ Nordic",1,93.9,150000.0,7956,0.15
European Flameworms,1,68.7,150000.0,7165,0.15
Eutechnyx,2,82.6,1100000.0,2675,1.1
Evening Star,1,81.7,75000.0,9499,0.08
Event Horizon,1,84.0,350000.0,4691,0.35
Everglow Interactive Inc.,1,75.4,350000.0,4632,0.35
Everguild Ltd.,2,57.2,1100000.0,2398,1.1
Everland MMO,1,94.5,150000.0,8299,0.15
Evermore Game Studios,1,59.5,1500000.0,1357,1.5
Every Single Soldier,1,89.0,150000.0,7995,0.15
Everything Unlimited Ltd.,1,88.0,750000.0,2215,0.75
Evil Bite,1,61.3,350000.0,4265,0.35
Evil Mojo Games,1,85.0,15000000.0,48,15.0
Evil Raptor,1,91.2,750000.0,2354,0.75
Evil Tortilla Games,1,80.0,3500000.0,435,3.5
Evil Trout Inc.,1,97.5,150000.0,8950,0.15
Evil Twin Artworks,1,74.9,350000.0,5354,0.35
EvilCharm Games,1,78.9,350000.0,4723,0.35
Exato Games Studio,1,49.0,150000.0,7563,0.15
Exbleative,1,90.2,350000.0,4315,0.35
Exbyte Studios,1,53.4,150000.0,7786,0.15
Excalibur,2,43.2,300000.0,6204,0.3
Excellent Rectangle,1,92.4,350000.0,5293,0.35
Exe Games Inc.,1,42.0,1500000.0,1286,1.5
Exit Plan Games,1,96.4,350000.0,5118,0.35
Exor Studios,1,83.4,350000.0,3210,0.35
Exordium Games,1,87.6,150000.0,6570,0.15
Expansive Worlds,2,75.6,7850000.0,203,7.85
"Expansive Worlds, Avalanche Studios",2,58.0,7650000.0,147,7.65
Experiment 101,1,66.1,1500000.0,1436,1.5
Explosive Squat Games,3,93.4,1250000.0,2394,1.25
"Explosm, Skeleton Crew Studios",1,52.4,150000.0,6974,0.15
Expression Games,1,82.4,3500000.0,354,3.5
Extrokold Games,1,68.6,150000.0,9020,0.15
Eyebrow Interactive,1,85.5,350000.0,3509,0.35
Eyedentity Games Inc.,1,72.3,750000.0,2149,0.75
"FAT BOMB STUDIOS, LLC",1,89.6,350000.0,5478,0.35
FC Maker,3,93.4,450000.0,8578,0.45
FIVE-BN GAMES,3,84.8,850000.0,4069,0.85
FJRD Interactive,1,68.5,150000.0,8616,0.15
FNTASTIC,2,40.0,4250000.0,424,4.25
FOAM Entertainment,1,81.7,150000.0,6486,0.15
FRAME BREAK,1,88.4,350000.0,4147,0.35
FRENCH-BREAD,2,93.8,700000.0,4636,0.7
"FRENCH-BREAD, Arc System Works",1,85.6,150000.0,8160,0.15
"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",1,88.4,750000.0,1724,0.75
FRVR,1,79.1,3500000.0,509,3.5
FX Games Media,1,58.6,350000.0,5704,0.35
FYQD-Studio,2,91.2,3000000.0,865,3.0
"FYRE Games, Conner Rush",1,91.5,350000.0,5083,0.35
Fabio Ferrara,6,68.2,10900000.0,561,10.9
"Fabio Ferrara, Giulia Airoldi",2,62.6,1850000.0,1114,1.85
Facepunch Studios,3,88.9,70150000.0,22,70.15
"Factor 5, LucasArts",1,72.8,350000.0,4945,0.35
Failbetter Games,2,83.8,1850000.0,1070,1.85
Fair Games ApS,1,93.7,1500000.0,1039,1.5
"Fair Games Studio, Noostyche",1,78.1,150000.0,9164,0.15
FairPlay Studios,1,82.3,150000.0,7623,0.15
"FakeFish, Undertow Games",1,93.8,3500000.0,600,3.5
Fakt Software,2,70.6,900000.0,2481,0.9
Fallen Flag Studio,1,73.3,350000.0,4963,0.35
"Fallen Leaf, Black Drakkar Games",1,67.7,350000.0,4235,0.35
Fallen Snow Studios,1,90.3,150000.0,6107,0.15
Fallen Tree Games Ltd,2,80.2,700000.0,2795,0.7
Falling Saints,1,91.0,150000.0,9067,0.15
"Fancy Bytes, Reactor",2,73.3,225000.0,8388,0.22
"Fancy Fish Games, SnöBox Studio",1,94.1,150000.0,6465,0.15
"Fancy Games, Blackbird Interactive",1,91.0,3500000.0,396,3.5
FantaBlade Network,1,90.2,1500000.0,1130,1.5
Fantasize Games,1,71.9,150000.0,7409,0.15
Fantastic Passion,1,81.2,350000.0,4046,0.35
Fantasy Flight Games,4,89.9,800000.0,4661,0.8
Far From Home,1,80.9,350000.0,4468,0.35
"Far Mills, Mysterytag",1,72.4,75000.0,9954,0.08
FarSight Studios,1,73.6,750000.0,1503,0.75
FarmerGnome,1,62.6,150000.0,8287,0.15
Farsky Interactive,1,74.9,350000.0,3862,0.35
Fate Dragon Studio,1,67.0,350000.0,4673,0.35
Faton,2,47.8,500000.0,4417,0.5
Fatshark,6,70.9,9150000.0,323,9.15
Faultline Games,1,53.7,150000.0,8493,0.15
Fayju,2,85.8,825000.0,1710,0.82
Feel Free Games,1,83.9,750000.0,1512,0.75
FeelThere,1,66.6,150000.0,9217,0.15
FelGC.GamesDevelopment,1,74.9,150000.0,9106,0.15
Felix Filip,1,90.6,750000.0,1738,0.75
Felix Laukel,1,80.5,350000.0,5553,0.35
Fenix Fire Entertainment,1,53.7,750000.0,2517,0.75
Feperd Games,2,94.6,500000.0,5404,0.5
Fermenter Games,1,78.5,150000.0,7524,0.15
FerriteLabs,1,82.6,150000.0,7686,0.15
Fervent,1,86.8,150000.0,6459,0.15
"Feverdream Johnny, drurylain",1,98.7,150000.0,8351,0.15
Fictiorama Studios,2,88.6,1100000.0,1877,1.1
Fiddlesticks Games,1,92.5,750000.0,2614,0.75
Fifth Column Games,1,86.4,150000.0,8908,0.15
Fifth Dimension Company,1,55.7,350000.0,3386,0.35
Fifth One,1,88.8,75000.0,9641,0.08
Fika Productions,1,81.6,750000.0,2615,0.75
Final Form Games,1,94.1,750000.0,2484,0.75
Final Strike Games,1,61.6,150000.0,6677,0.15
Finally Games,1,90.2,150000.0,7227,0.15
Finish Line Games,1,81.1,350000.0,4413,0.35
Finn Schuuring,1,95.7,350000.0,5678,0.35
FiolaSoft Studio,1,85.7,350000.0,4125,0.35
Firaxis Games,17,80.9,18350000.0,585,18.35
"Firaxis Games, Aspyr (Mac), Aspyr (Linux)",3,81.0,31500000.0,87,31.5
"Firaxis Games, Feral Interactive (Linux)",1,93.4,3500000.0,337,3.5
"Firaxis Games, Feral Interactive (Mac)",1,70.8,750000.0,2198,0.75
"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)",1,84.7,7500000.0,140,7.5
Fire Hose Games,1,67.2,150000.0,7727,0.15
"Fire Source Studio, Sean Cooper",1,83.0,350000.0,3240,0.35
Fire Sword Studios,1,88.0,350000.0,2912,0.35
FireFly Studios,2,76.4,700000.0,5108,0.7
"FireFly Studios, Firaxis Games",1,72.7,150000.0,7788,0.15
Firebrand Games,1,74.5,150000.0,8490,0.15
Firefly Studios,8,78.1,6300000.0,736,6.3
Fireglow,1,88.3,150000.0,8665,0.15
Fireplace Games,1,91.5,350000.0,4633,0.35
Fireproof Games,5,97.5,2350000.0,1894,2.35
Fireroot Studios,1,78.5,150000.0,6693,0.15
FishSoft LLC,1,53.9,7500000.0,192,7.5
Fishcow Studio,1,77.0,350000.0,5520,0.35
FishermanGameDev,1,45.0,150000.0,6290,0.15
Fishing Cactus,1,94.7,750000.0,2137,0.75
Fishing Planet LLC,1,86.8,7500000.0,221,7.5
Fishlabs Entertainment GmbH,1,76.1,350000.0,3026,0.35
Fishlicka,1,98.4,350000.0,4816,0.35
Fistful of Frags Team,1,91.4,3500000.0,316,3.5
FitXR,1,79.3,150000.0,5854,0.15
Five Studios Interactive,1,57.3,75000.0,9952,0.08
Fiveamp,2,86.0,1100000.0,2224,1.1
Flamebait Games,1,88.3,350000.0,5102,0.35
"Flaming Fowl Studios, Saber Interactive",1,83.2,750000.0,1803,0.75
Flashback Games,1,84.5,150000.0,6314,0.15
"Flashback Games, The Lordz Games Studio",1,91.8,350000.0,4825,0.35
Flashbulb,3,89.4,2400000.0,897,2.4
Flashynurav,1,67.1,150000.0,5954,0.15
Flat Cat Games,1,94.9,150000.0,8213,0.15
Flat Earth Games,1,51.6,150000.0,8844,0.15
Flavourworks,1,78.2,350000.0,5511,0.35
FlipSwitch Games,1,64.1,150000.0,6394,0.15
Flipline Studios,1,99.3,350000.0,5288,0.35
Flippfly LLC,1,93.6,750000.0,1522,0.75
"Flo Knödl, Johannes Fischer, Michael Hütter, Christoph Müller, Simon Eberl, Thomas Kern, Lukas Schönwiese",1,84.7,75000.0,9610,0.08
Florastamine,1,62.8,350000.0,5582,0.35
Flow Fire Games,3,89.2,1850000.0,1857,1.85
Flow Studio,1,85.7,150000.0,6773,0.15
Flump Studios,3,64.2,650000.0,4097,0.65
Fluppisoft GmbH,1,94.6,1500000.0,885,1.5
Flux Games,1,45.9,150000.0,8798,0.15
FlyAnvil,1,85.8,750000.0,2413,0.75
Flying Cafe for Semianimals,1,70.7,350000.0,4423,0.35
Flying Helmet Games,1,82.1,350000.0,4738,0.35
Flying Mollusk,1,78.1,75000.0,9983,0.08
Flying Oak Games,1,76.2,150000.0,8199,0.15
"Flying Oak Games, E-Studio",1,87.3,350000.0,5440,0.35
Flying Wild Hog,7,82.1,8900000.0,367,8.9
Flyleap Studios Pty. Ltd.,1,41.6,75000.0,9951,0.08
Flynn's Arcade,2,51.6,300000.0,6183,0.3
FoamPunch,1,95.4,350000.0,5321,0.35
Focus Entertainment,2,49.0,700000.0,2814,0.7
Focusd IO,1,93.0,350000.0,5712,0.35
Follow the fun,1,97.0,75000.0,9502,0.08
Fool's Theory,1,83.5,350000.0,4616,0.35
Footprints Games,1,84.7,150000.0,9018,0.15
For Fun Labs,1,94.5,350000.0,5580,0.35
Forbes Consult Ltd,1,45.4,150000.0,6379,0.15
Forceight,1,86.9,150000.0,7326,0.15
Forever Entertainment S. A.,9,75.3,1750000.0,3733,1.75
Forgotten,1,89.6,150000.0,8104,0.15
Forgotten Key,1,85.7,350000.0,3655,0.35
"Formirai Co., Ltd.",1,51.1,350000.0,4603,0.35
"Forward Development, Ltd.",1,82.3,750000.0,1454,0.75
Foulball Hangover,1,86.6,1500000.0,1218,1.5
Four Circle Interactive,1,78.4,750000.0,2582,0.75
Four Leaf Studios,1,98.2,150000.0,6345,0.15
Four Quarters,2,90.7,1850000.0,854,1.85
Four Winged Studio,2,54.5,300000.0,6061,0.3
Fourattic,1,78.9,150000.0,6248,0.15
Fourexo Entertainment,1,79.2,150000.0,7009,0.15
Fox Dawn,1,55.1,350000.0,2790,0.35
Foxie Games,1,58.6,150000.0,7494,0.15
Foxoft,1,95.5,150000.0,8379,0.15
Foxy Voxel,1,89.9,750000.0,1817,0.75
Fractal Phase,1,92.9,150000.0,8284,0.15
Fractal Projects,1,97.2,150000.0,7765,0.15
Francois Roussel,1,78.6,350000.0,5522,0.35
"Franek, Max Cahill, Bibiki, Fáyer",1,96.8,150000.0,8340,0.15
Frank Lucas,1,63.9,150000.0,8540,0.15
"Fraoula, Spiky Crumb",1,83.5,150000.0,6798,0.15
FreakZone Games,1,88.4,150000.0,7184,0.15
Freaking Games,1,88.2,150000.0,6016,0.15
Freakinware Limited,1,73.2,350000.0,3168,0.35
Freakinware Studios,2,80.8,4250000.0,586,4.25
Fredaikis AB,2,47.8,9000000.0,199,9.0
Free Candy Games,1,89.3,75000.0,9526,0.08
"Free Games Info, hyperboreanGames",1,73.6,1500000.0,828,1.5
Free Lives,4,95.0,8100000.0,282,8.1
"Free Lives, Clockwork Acorn",1,87.6,350000.0,3019,0.35
Free Range Games,1,83.0,350000.0,4494,0.35
Free Reign Entertainment,2,49.0,2250000.0,667,2.25
Free Reign Entertainment LLC,1,39.4,150000.0,6356,0.15
"Free Reign Entertainment, Free Reign Entertainment",1,61.3,3500000.0,321,3.5
Free Wing,1,89.4,350000.0,4933,0.35
FreeMind S.A.,1,80.6,150000.0,7830,0.15
Freebird Games,5,94.6,5700000.0,629,5.7
Freedom Factory,1,28.1,150000.0,6963,0.15
Freedomize Studio,1,85.2,150000.0,7542,0.15
Freehold Games,2,87.6,500000.0,2800,0.5
Freejam,1,73.1,7500000.0,111,7.5
Freemergency,1,94.2,75000.0,9408,0.08
FreezeNova,2,71.6,500000.0,2841,0.5
Freie Programme Hohenstein,1,77.8,750000.0,1557,0.75
Fresh3D,1,88.9,150000.0,8690,0.15
Freshly Squeezed,1,80.2,150000.0,6507,0.15
Frictional Games,7,85.5,9700000.0,253,9.7
Fridus,1,90.7,150000.0,6408,0.15
Friedemann,1,94.6,150000.0,5808,0.15
Frima Studio,2,77.6,500000.0,4240,0.5
Frinky,1,88.3,350000.0,3454,0.35
Frog Vibes,1,92.0,150000.0,6464,0.15
Frogames,1,89.7,150000.0,7299,0.15
Frogdice,2,64.7,425000.0,4056,0.42
Frogmind,1,85.7,350000.0,3073,0.35
Frogsong Studios,1,89.3,150000.0,8324,0.15
Frogwares,12,73.0,4750000.0,883,4.75
"FromSoftware, Inc.",8,89.0,70250000.0,16,70.25
Frontier Developments,9,77.3,13075000.0,325,13.08
"Frontier Developments, Asobo Studio",2,77.2,300000.0,6557,0.3
"Frontier Developments, Aspyr (Mac)",2,89.2,3850000.0,547,3.85
"Frontier, Aspyr (Mac)",1,91.8,750000.0,1582,0.75
Frontwing,1,91.3,150000.0,8451,0.15
"Frontwing, 枕",1,98.6,350000.0,3086,0.35
"Frontwire Studios, LLC",1,39.9,150000.0,6973,0.15
Frooxius,1,52.9,750000.0,2463,0.75
Frost Giant Studios,1,49.8,1500000.0,867,1.5
Frostkeep Studios,1,53.2,150000.0,8743,0.15
Frozen District,1,85.0,350000.0,2926,0.35
FrozenPepper S.R.L,1,68.1,150000.0,8937,0.15
FrozenShard Games,1,70.3,150000.0,7634,0.15
Frozenbyte,9,79.1,11000000.0,350,11.0
Fruit Postal Service,1,74.4,350000.0,5058,0.35
Fuero Games,1,56.5,150000.0,6059,0.15
Full Control,1,46.7,150000.0,7575,0.15
Full Control Studios,1,70.9,350000.0,4242,0.35
Full Trek Media,1,91.6,150000.0,8094,0.15
Fullbright,2,81.8,1100000.0,2330,1.1
Fulqrum Games,1,62.3,350000.0,4004,0.35
Fulqrum Publishing,7,75.4,2050000.0,2849,2.05
Fummy,1,95.6,150000.0,8050,0.15
Fun Dog Studios,1,72.3,750000.0,2138,0.75
Fun Games For Free,1,64.3,350000.0,3050,0.35
FunYoo Games,1,78.6,750000.0,2547,0.75
Funatics Software,4,73.3,1000000.0,4276,1.0
Funcom,8,78.1,11700000.0,209,11.7
Funday Games,1,86.7,1500000.0,1238,1.5
Funny as Hell,1,62.9,150000.0,7677,0.15
"Funselektor Labs Inc., FlippFly",1,88.1,150000.0,7151,0.15
Funtime,1,60.6,150000.0,6164,0.15
Fury Studios,1,73.8,150000.0,7153,0.15
FuturLab,1,96.9,1500000.0,674,1.5
Future Cat LLC,1,98.3,1500000.0,1287,1.5
"Future Games, Unknown Identity",1,83.6,350000.0,4195,0.35
Futuremark,1,85.1,150000.0,8617,0.15
G-Blood,1,86.1,150000.0,9289,0.15
G1 Playground,1,48.8,350000.0,4419,0.35
G2CREW,1,77.2,350000.0,5619,0.35
GAGA,1,85.8,350000.0,4934,0.35
"GAME ARTS Co., Ltd., Sickhead Games, LLC",1,85.9,350000.0,5208,0.35
GAMEPULSE 游戏脉冲,2,97.4,500000.0,3987,0.5
"GANBARION Co., Ltd.",1,77.4,150000.0,6335,0.15
GATO STUDIO,1,54.2,75000.0,9584,0.08
GB Patch Games,2,96.9,900000.0,2683,0.9
GDNomaD,4,51.5,1000000.0,4229,1.0
GDT Limited,1,58.5,350000.0,2769,0.35
GFX47,1,89.4,350000.0,3561,0.35
GIANTS Software,2,88.6,3000000.0,852,3.0
"GIBBING TREE, LLC",1,97.2,750000.0,1528,0.75
GNISoft,1,58.1,150000.0,6047,0.15
GOOD BOYS,1,80.6,150000.0,7065,0.15
GRAOUMF,1,57.1,75000.0,9890,0.08
GRASSHOPPER MANUFACTURE INC.,2,76.1,425000.0,4904,0.42
"GRASSHOPPER MANUFACTURE INC., Engine Software BV",1,91.7,350000.0,5651,0.35
"GRASSHOPPER MANUFACTURE INC., PLAYISM",1,88.3,150000.0,8727,0.15
"GRASSHOPPER MANUFACTURE INC., SUPERTRICK GAMES, Inc.",1,74.8,1500000.0,1134,1.5
GRIN,1,59.2,350000.0,5006,0.35
GSC Game World,14,77.7,10975000.0,556,10.98
GSQ Games,1,85.7,750000.0,1477,0.75
GTGD,1,86.0,75000.0,9920,0.08
GUTS Department,1,78.6,350000.0,3317,0.35
GY Games,1,79.1,350000.0,4587,0.35
"Gabe Cuzzillo, Bennett Foddy, Maxi Boch",1,94.9,350000.0,5495,0.35
Gabriel Priske,1,65.8,150000.0,7662,0.15
Gaddy Games,2,91.0,500000.0,4421,0.5
Gadget Games,1,39.7,350000.0,3067,0.35
Gaijin Entertainment,2,62.7,35750000.0,12,35.75
Gaijin Entertainment Corporation,2,71.2,700000.0,4037,0.7
Gaijin Games,1,80.6,350000.0,5157,0.35
"Gaijin Games, Choice Provisions",1,85.7,350000.0,4255,0.35
Gal Mamalya,1,96.4,350000.0,5674,0.35
Galactic Cafe,1,92.4,3500000.0,452,3.5
Galaxy Gate,2,69.6,500000.0,3355,0.5
Galaxy Grove,1,89.7,150000.0,8724,0.15
Galaxy Shark Studios,1,98.0,350000.0,3166,0.35
GalaxyTrail,1,95.1,150000.0,7297,0.15
Galvanic Games,1,81.5,150000.0,5973,0.15
Gamatron AB,1,96.2,350000.0,3377,0.35
Gambit Games Studio,1,60.8,150000.0,8394,0.15
Gambrinous,1,77.0,350000.0,4155,0.35
Game Developer X,1,83.0,350000.0,4954,0.35
Game Distillery s.r.o.,1,55.4,150000.0,8195,0.15
Game Grumps,1,91.6,1500000.0,1011,1.5
Game Maker's Toolkit,1,89.2,150000.0,8554,0.15
Game Mechanics LLC,1,65.5,350000.0,3732,0.35
Game Museum,1,59.5,75000.0,9612,0.08
Game River,1,86.0,1500000.0,1348,1.5
Game Science,3,89.3,80000000.0,7,80.0
Game Smithing Limited,1,91.3,750000.0,1822,0.75
Game Star,1,79.8,350000.0,4234,0.35
Game Studio Inc.,1,39.3,150000.0,6411,0.15
Game Troopers,1,49.0,150000.0,9188,0.15
Game in a Bottle,2,91.9,700000.0,3767,0.7
Game-Labs,4,75.4,1400000.0,3619,1.4
Game2Gather,2,62.9,300000.0,7975,0.3
GameBoom VR,1,68.8,150000.0,6767,0.15
GameChanger Studio,1,86.2,75000.0,9947,0.08
"GameChanger Studio, Toge Productions",1,75.8,150000.0,8347,0.15
"GameConnect, InterWave Studios",1,78.5,350000.0,3300,0.35
GameHunters,2,85.0,425000.0,3187,0.42
GameLooper,1,68.4,150000.0,6334,0.15
GamePrix,1,49.8,750000.0,2251,0.75
GameTrek,1,53.6,150000.0,7158,0.15
GameXP.com,2,55.4,500000.0,4951,0.5
GameZoo Studio,1,88.5,150000.0,6111,0.15
Gamecan,1,70.5,150000.0,5782,0.15
Gameclaw Studio,1,86.7,350000.0,3309,0.35
Gamedevs for Bernie,1,79.2,150000.0,5897,0.15
Gamedust,1,64.3,75000.0,9716,0.08
Gameloft,8,62.5,5150000.0,1001,5.15
Gamepires,2,80.4,7850000.0,182,7.85
Gamera Interactive,1,72.7,150000.0,7693,0.15
Games Farm,3,55.3,650000.0,3020,0.65
"Games Farm, 3Division",2,61.4,300000.0,7054,0.3
"Games Farm, ARTillery",1,82.5,350000.0,4625,0.35
Games Foundry,1,36.8,150000.0,6166,0.15
Games Incubator,3,80.1,650000.0,4781,0.65
"Games Incubator, GameFormatic S.A.",1,76.0,150000.0,8824,0.15
"Games Incubator, Hypnotic Ants",1,79.0,150000.0,6139,0.15
Games Of Tomorrow GmbH,1,74.8,150000.0,6224,0.15
Games by Malcs,1,90.4,750000.0,1663,0.75
Gamexel Studio,1,81.8,350000.0,4860,0.35
Gaming Corps AB,1,88.6,3500000.0,246,3.5
Gaming Minds Studios,7,64.6,2050000.0,1906,2.05
Gamious,3,87.0,2000000.0,1042,2.0
Ganz Studio,1,51.1,350000.0,5390,0.35
Garage Heathen,1,95.1,350000.0,4036,0.35
Garage Monkeys,1,78.7,150000.0,8239,0.15
Garage Studios,1,53.8,75000.0,9774,0.08
Gas Powered Games,6,84.5,5325000.0,1064,5.32
Gasket Games,1,60.3,150000.0,8132,0.15
"Gaslamp Games, Inc.",1,93.9,350000.0,2764,0.35
Gaugepunk Games,1,96.0,350000.0,4668,0.35
Gearbox Software,12,77.1,17500000.0,291,17.5
"Gearbox Software, Aspyr (Mac)",1,88.3,1500000.0,1358,1.5
"Gearbox Software, Aspyr (Mac), Aspyr (Linux)",1,92.4,15000000.0,44,15.0
"Gearbox Software, Blind Squirrel Games",1,82.8,1500000.0,1110,1.5
"Gearbox Software, Stray Kite Studios",1,66.8,350000.0,2712,0.35
Gears for Breakfast,1,97.9,750000.0,2108,0.75
Geeta Games,1,74.9,150000.0,8051,0.15
"Gem Rose Accent, Corentin Derbré",1,46.4,150000.0,8027,0.15
Gemini Stars Games,1,48.7,75000.0,9967,0.08
General Arcade,1,90.1,350000.0,5372,0.35
General Interactive Co.,1,85.5,150000.0,9091,0.15
Genesz,1,90.2,1500000.0,982,1.5
"Genki Co., Ltd.",1,95.1,350000.0,3621,0.35
Gentleman Squid Studio,2,64.4,300000.0,8980,0.3
Gentlymad Studios,2,63.2,900000.0,2154,0.9
"Geoff 'Zag' Keene, Deep Field Games",1,86.2,750000.0,2267,0.75
"Geoff 'Zag' Keene, Richard Keene",1,61.4,150000.0,8052,0.15
Geoff Keighley,2,85.4,500000.0,4638,0.5
Geography of Robots,1,92.8,350000.0,3314,0.35
Geometa,1,90.0,1500000.0,1035,1.5
Geometric Interactive,1,94.8,350000.0,4252,0.35
George Mandell,1,89.9,350000.0,5604,0.35
Gestalt Development Studio,1,71.3,150000.0,8947,0.15
"Get Up Games, Iceberg Interactive",1,87.1,350000.0,5531,0.35
GexagonVR,1,86.9,150000.0,9238,0.15
Ghost Games,3,79.8,6500000.0,245,6.5
Ghost Ship Games,1,97.3,7500000.0,193,7.5
Ghost Town Games Ltd.,1,90.3,1500000.0,946,1.5
"Ghost Town Games Ltd., Team17",1,90.6,3500000.0,411,3.5
GhostShark,2,83.2,900000.0,1653,0.9
Ghostpie Studio,1,90.0,750000.0,1602,0.75
Giant Army,2,88.4,2250000.0,1089,2.25
Giant Enemy Crab,1,81.8,750000.0,1919,0.75
"Giant Form Entertainment, LLC",1,94.6,350000.0,3738,0.35
Giant Games,1,82.9,750000.0,2151,0.75
Giant Sparrow,2,90.0,900000.0,1471,0.9
Giant Squid,1,92.9,750000.0,1463,0.75
Giants Software,5,92.7,9000000.0,465,9.0
Gibier Games,1,92.4,150000.0,6207,0.15
Gigantic Duck Games,1,85.9,1500000.0,1316,1.5
Giiku Games,1,69.1,350000.0,4309,0.35
Giorgi Abelashvili,1,67.5,350000.0,5128,0.35
Giraffe Cat,1,83.2,75000.0,9760,0.08
Giraffe Lab LLC,1,97.4,150000.0,5900,0.15
GirlGames,4,92.0,725000.0,5364,0.72
Gizmo Garden,1,67.0,150000.0,6049,0.15
Gizmo VR LTD,1,63.4,150000.0,7673,0.15
Glass Bottom Games,1,63.1,150000.0,7871,0.15
Glass Heart Games,1,86.8,350000.0,3761,0.35
Glass Kettle Games,1,98.7,75000.0,9937,0.08
GlassesCatGames,1,85.0,350000.0,3326,0.35
Gleamer Studio,1,86.7,350000.0,3171,0.35
Glitch Pitch,1,87.6,350000.0,3365,0.35
Global Games,1,66.3,150000.0,7951,0.15
Gloomywood,1,77.4,350000.0,3903,0.35
Glowstick Entertainment,2,84.6,1650000.0,1178,1.65
Glumberland,1,91.6,150000.0,9308,0.15
Glyph Worlds,1,85.8,1500000.0,1113,1.5
Gniller,2,82.2,300000.0,7843,0.3
Goblinz Enterprises Ltd,1,92.0,150000.0,7609,0.15
Goblinz Studio,2,69.1,500000.0,5091,0.5
Goblobin,1,97.8,350000.0,4158,0.35
Godot Engine,1,85.8,1500000.0,1373,1.5
Going Loud Studios,1,88.3,350000.0,4173,0.35
Gojira,1,82.2,350000.0,4564,0.35
GoldFire Studios,2,57.7,225000.0,5799,0.22
Goldhawk Interactive,2,83.8,900000.0,1938,0.9
GolemLabs,1,80.0,150000.0,5806,0.15
Gone North Games,1,91.6,7500000.0,116,7.5
"Good Games, Creobit",1,72.3,150000.0,6439,0.15
GoodbyeWorld Games,1,97.9,350000.0,4284,0.35
Google,3,91.3,1250000.0,1645,1.25
Goose Minded,2,97.6,1100000.0,1596,1.1
Goricina Productions,1,77.3,350000.0,5676,0.35
GosDev Production,1,88.8,750000.0,2372,0.75
"Gotcha Gotcha Games, KADOKAWA",1,69.4,150000.0,8603,0.15
"Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",5,91.5,1350000.0,2929,1.35
GrabTheGames Studios,1,69.5,350000.0,4958,0.35
"Grace Bruxner, Thomas Bowker",2,94.0,300000.0,6033,0.3
Graceful Decay,1,69.6,150000.0,8849,0.15
Gradient Studios,1,64.9,350000.0,2957,0.35
Granzella Inc.,1,74.9,150000.0,6223,0.15
"Grapeshot Games, Instinct Games",1,47.4,1500000.0,802,1.5
Graphite Lab,1,68.8,150000.0,5853,0.15
Gratesca,1,97.5,350000.0,3315,0.35
Graviteam,1,82.8,150000.0,9271,0.15
Gravity Interactive,3,68.8,2200000.0,1312,2.2
"Gravity Interactive, Inc.",1,67.6,350000.0,3507,0.35
Gravity Lagoon,1,85.2,150000.0,7800,0.15
"Gravity, Inc.",1,58.0,1500000.0,953,1.5
"Gravvit Ltd, Forbes  Consult Ltd",1,83.7,750000.0,2409,0.75
Gray Matter Studios,2,90.0,3850000.0,615,3.85
Gray Unit,1,95.9,75000.0,9908,0.08
Grayfax Software,1,72.2,150000.0,6213,0.15
Grease Monkey Games,1,76.4,1500000.0,1127,1.5
Great War Team,1,69.2,150000.0,8165,0.15
GreenGuy,1,96.3,150000.0,7349,0.15
Greendev.,1,70.3,75000.0,9623,0.08
Greenheart Games,1,95.4,1500000.0,691,1.5
Gremlin Interactive,2,74.0,500000.0,3991,0.5
"Gremlin Interactive, The Software Refinery",1,75.9,150000.0,6995,0.15
Grenaa Games,1,86.1,350000.0,2840,0.35
Grey Dog Software,1,45.1,150000.0,8088,0.15
Grey Havens,3,79.4,4000000.0,344,4.0
Greylock Studio,2,96.6,1100000.0,2054,1.1
Grid Sage Games,1,96.3,75000.0,9887,0.08
Gridpop,1,79.3,350000.0,5669,0.35
Grimlore Games,4,81.2,1800000.0,1993,1.8
Grinding Gear Games,2,79.7,70000000.0,18,70.0
"Grindstone, Triple Hill Interactive, Toko Midori Games",1,60.8,150000.0,6710,0.15
Grinning Games,1,92.5,150000.0,6951,0.15
Grizzly Wolf Games LLC,1,51.3,150000.0,8083,0.15
GrizzlyGames,1,96.4,750000.0,2333,0.75
"GrizzlyGames, Mythwright",1,96.6,750000.0,1731,0.75
Ground Shatter,2,92.7,300000.0,6612,0.3
Gruby Entertainment,1,89.7,1500000.0,938,1.5
Grundislav Games,1,89.2,350000.0,5188,0.35
Grynsoft,1,79.8,150000.0,7531,0.15
Gua,1,88.3,150000.0,9135,0.15
Guard Crush,1,95.9,150000.0,8958,0.15
Guerrilla,1,87.9,1500000.0,869,1.5
"Guerrilla Games, Nixxes Software",1,81.1,75000.0,9858,0.08
"Guerrilla, Nixxes Software",1,89.4,1500000.0,1262,1.5
Guiliam,1,94.3,350000.0,5681,0.35
Gummy Cat,1,90.2,350000.0,4734,0.35
Gun Hit Wonders,1,95.1,350000.0,3576,0.35
Gunfire Games,3,81.5,6500000.0,394,6.5
"Gunfire Games, Vigil Games, THQ Nordic",1,78.5,3500000.0,504,3.5
"Gunpowder Games, Inc., Tideturners",1,83.2,350000.0,2743,0.35
