publisher,game_count,total_owners,avg_positive_ratio,total_reviews,avg_price_eur,peak_ccu,total_owners_M
Ac Games,1,750000.0,37.6,13639,19.99,7,0.75
Abyss Lights Studio LLP,1,750000.0,63.3,3080,0.0,1,0.75
Triiodide Studios,1,750000.0,87.5,22769,9.99,569,0.75
Tribe Studios,1,750000.0,60.2,1768,0.0,5,0.75
(none),1,750000.0,75.6,12729,19.99,68,0.75
"苦柚Games, Bu Yi Ltd.",1,750000.0,71.3,143,0.0,0,0.75
Casioqu,1,750000.0,92.6,746,1.99,0,0.75
"GameDev.ist, Gamersky Games, Lucid11 Interactive",1,750000.0,67.1,2360,15.99,95,0.75
Game Smithing Limited,1,750000.0,91.3,21828,14.99,674,0.75
Turning Wheel LLC,1,750000.0,92.5,10511,19.99,390,0.75
Reef Entertainment,1,750000.0,91.8,16480,39.99,39,0.75
Panomix Studio,1,750000.0,67.3,15641,0.0,108,0.75
Nostalgames,4,725000.0,83.6,3279,6.24,10,0.72
inkle Ltd,4,725000.0,89.0,5448,12.18,18,0.72
Anatoliy Loginovskikh,4,725000.0,93.0,4176,0.89,1,0.72
Phoenix Online Publishing,4,725000.0,83.9,4020,11.24,2,0.72
Mastiff,4,725000.0,71.1,1612,5.49,2,0.72
GirlGames,4,725000.0,92.0,13095,1.21,8,0.72
"indie.io, Maple Whispering Limited",2,700000.0,88.7,4971,12.5,11,0.7
"Dear Villagers, Doyoyo Games",2,700000.0,84.2,8466,5.89,598,0.7
Q-Games Ltd.,2,700000.0,77.8,1848,9.99,1,0.7
MuHa Games,2,700000.0,82.1,6013,22.49,59,0.7
hinyari9,2,700000.0,95.3,4903,7.99,18,0.7
Wizards of the Coast,2,700000.0,47.3,8715,0.0,2,0.7
Application Systems Heidelberg,2,700000.0,90.8,7549,10.12,49,0.7
Minor Key Games,2,700000.0,90.4,7875,7.5,4,0.7
"Massive Damage, Inc.",2,700000.0,81.4,2119,14.99,8,0.7
Madmind Studio,2,700000.0,79.6,10273,12.5,6,0.7
"Mad Dog Games, LLC",2,700000.0,80.7,3431,12.5,15,0.7
Behold Studios,2,700000.0,86.4,7221,9.36,14,0.7
Old Games,2,700000.0,67.2,2375,0.99,1,0.7
"Playdek, Inc.",2,700000.0,88.1,4381,9.99,65,0.7
Azur Games,2,700000.0,69.2,1520,12.49,5,0.7
17-BIT,2,700000.0,81.5,1353,14.99,1,0.7
BBstudio Inc.,2,700000.0,72.9,4068,0.0,233,0.7
Gamersky Games,2,700000.0,88.2,6187,4.57,2256,0.7
Frozen District,2,700000.0,89.2,15746,20.0,2543,0.7
"United Label, CI Games",2,700000.0,81.6,6697,19.99,8,0.7
Charyb Games,2,700000.0,55.9,622,0.99,0,0.7
Gun Interactive,2,700000.0,74.8,23953,12.49,336,0.7
"Stray Fawn Publishing, WhisperGames",2,700000.0,88.8,11000,16.49,164,0.7
Pelican Party Studios,2,700000.0,90.1,1315,0.0,2,0.7
Temple Gates Games,2,700000.0,88.8,2726,7.5,131,0.7
Lightning Games,2,700000.0,78.2,17930,14.99,98,0.7
"Dumativa, CriticalLeap",2,700000.0,96.7,13195,22.49,43,0.7
Pixel Federation,2,700000.0,68.9,2270,0.0,37,0.7
Schell Games,2,700000.0,94.4,5864,11.86,5,0.7
Bitbox Ltd.,2,700000.0,66.1,17890,22.49,192,0.7
Mighty Rocket Studio,2,700000.0,88.6,4051,8.49,13,0.7
Cassel Games,2,700000.0,87.9,9183,19.99,687,0.7
"WildTangent, gamigo group",2,700000.0,92.6,4593,7.99,80,0.7
Sluggerfly,2,700000.0,85.2,6584,12.49,19,0.7
Knuckle Cracker,2,700000.0,95.9,9012,19.99,203,0.7
Tilting Point,2,700000.0,59.9,2568,0.0,199,0.7
Infinite Dreams,2,700000.0,92.6,4539,9.99,29,0.7
Bugbyte Ltd.,2,700000.0,82.8,10029,7.74,237,0.7
"Idea Factory, Idea Factory International",2,700000.0,93.2,6708,14.99,11,0.7
Jason Rohrer,2,700000.0,80.6,8820,14.99,36,0.7
Indovers Studio,2,700000.0,64.4,2895,5.99,0,0.7
Industry Games,2,700000.0,65.8,3815,1.0,16,0.7
Iron Tower Studio,2,700000.0,84.8,6974,27.49,68,0.7
Junkfish Limited,2,700000.0,71.8,3629,2.7,12,0.7
Star Drifters,2,700000.0,73.0,2418,12.49,6,0.7
Sorath,2,700000.0,94.8,11927,12.49,25,0.7
"Dotemu, Gamirror Games",2,700000.0,86.6,14853,13.74,50,0.7
Flazm,2,700000.0,75.6,2211,5.0,0,0.7
DANGEN Entertainment,5,675000.0,90.8,18958,17.99,18,0.68
The Men Who Wear Many Hats,3,650000.0,89.3,5586,8.33,11,0.65
Asteroid Game Studio,3,650000.0,89.7,5193,15.32,156,0.65
Puppygames,3,650000.0,84.2,2282,11.66,1,0.65
Носков Сергей,3,650000.0,78.0,6200,8.32,2,0.65
NEXT Studios,3,650000.0,88.3,9218,10.66,9,0.65
DON'T NOD,3,650000.0,85.7,10060,31.66,107,0.65
"熊窝dodox, RuiXiao",3,650000.0,87.1,6866,6.66,5,0.65
JoyBits Ltd.,3,650000.0,76.8,3632,5.0,4,0.65
2 Left Thumbs,3,650000.0,95.4,11027,9.99,87,0.65
DigitalEZ,3,650000.0,91.8,4560,5.66,0,0.65
MangaGamer,3,650000.0,92.5,13535,11.66,36,0.65
Room710Games,3,650000.0,79.0,6581,2.16,4,0.65
Mihai Morosanu,3,650000.0,72.4,1861,0.99,2,0.65
Cobra Mobile,3,650000.0,65.4,1241,3.99,1,0.65
Adobe,3,650000.0,84.8,1738,0.0,124,0.65
HeartBeat Plus,3,650000.0,91.9,3942,9.32,10,0.65
Whitethorn Games,3,650000.0,89.0,8394,12.99,30,0.65
Endless Loop Studios,3,650000.0,80.3,4076,1.99,0,0.65
Yooreka Studio,3,650000.0,85.3,12394,6.66,222,0.65
Double Eleven,3,650000.0,78.1,2155,6.33,12,0.65
Maciej Targoni,3,650000.0,94.2,14493,2.32,1,0.65
Brace Yourself Games,3,650000.0,78.8,8174,18.32,36,0.65
Papaya Play,3,650000.0,62.0,2036,0.0,28,0.65
Sunlight Games,3,650000.0,45.5,1321,3.99,0,0.65
Epic Games,3,650000.0,86.0,9024,13.32,6,0.65
"NekoNyan Ltd., HIKARI FIELD",4,600000.0,97.1,15778,28.15,122,0.6
Absolutist Ltd.,4,600000.0,65.2,651,1.0,32,0.6
RockGame S.A.,4,600000.0,90.9,3175,1.3,28,0.6
Hook Games,4,600000.0,89.1,6195,1.25,39,0.6
Spiderweb Software,4,600000.0,87.4,2121,13.49,7,0.6
Beautiful Glitch,3,575000.0,97.9,10529,12.99,102,0.57
eGames.com,3,575000.0,85.6,4270,11.32,54,0.57
KuKo,3,575000.0,67.1,1776,0.49,4,0.57
The Quantum Astrophysicists Guild,3,575000.0,86.6,6405,3.02,2,0.57
Screen 7,3,575000.0,85.7,8223,5.99,3,0.57
Klabater,3,575000.0,55.6,8218,3.51,18,0.57
PsychoFlux Entertainment,4,525000.0,91.7,4971,2.24,15,0.52
Deck13,4,525000.0,80.7,3924,13.74,5,0.52
EnsenaSoft,4,525000.0,54.9,754,2.49,0,0.52
Cotton Game,4,525000.0,83.9,1344,3.16,9,0.52
FreezeNova,2,500000.0,71.6,2251,0.0,2,0.5
Nerdook Productions,2,500000.0,80.0,1963,7.99,3,0.5
Batterystaple Games,2,500000.0,91.2,6934,5.12,28,0.5
Pyramid Games S.A.,2,500000.0,79.2,2245,0.0,1,0.5
Nezon Production,2,500000.0,75.7,7398,13.99,41,0.5
Red Axe Games,2,500000.0,83.0,20847,9.89,220,0.5
Rayll Studios,2,500000.0,89.4,7330,9.99,22,0.5
Cats Who Play,2,500000.0,77.9,6228,8.99,28,0.5
Cyanide Studios,2,500000.0,78.2,2877,12.49,5,0.5
Deep Root Interactive,2,500000.0,91.3,3424,6.99,6,0.5
Powerhoof,2,500000.0,89.0,7451,9.99,8,0.5
Crunchy Leaf Games,2,500000.0,88.2,2757,2.47,1,0.5
Prideful Sloth,2,500000.0,87.9,4993,24.99,43,0.5
Pontypants,2,500000.0,82.2,5463,12.49,12,0.5
GAMEPULSE 游戏脉冲,2,500000.0,97.4,10392,3.5,67,0.5
DVloper,2,500000.0,92.6,6458,7.99,86,0.5
BumpkinBrothers,2,500000.0,79.2,2108,7.49,1,0.5
托更的修罗,2,500000.0,66.8,2136,5.99,265,0.5
Alawar Casual,2,500000.0,83.0,409,2.49,7,0.5
Haydee Interactive,2,500000.0,86.9,8089,13.99,12,0.5
Chowbie,2,500000.0,89.8,7722,4.17,79,0.5
Chorus Worldwide Games,2,500000.0,83.0,2154,7.49,3,0.5
"CAPCOM CO., LTD.",2,500000.0,82.5,6989,29.99,25,0.5
Feperd Games,2,500000.0,94.6,3240,16.49,4,0.5
ForwardXP,2,500000.0,85.6,6592,7.49,7,0.5
Kazakov Oleg,2,500000.0,85.5,4145,5.76,18,0.5
Kodots Games,2,500000.0,55.4,541,1.99,0,0.5
Ginormocorp Incorporated,2,500000.0,83.5,6112,3.79,258,0.5
Mister Morris Games,2,500000.0,93.3,15684,13.49,1185,0.5
increpare games,2,500000.0,87.8,2181,17.49,7,0.5
Ravenage Games,2,500000.0,86.1,3782,5.0,23,0.5
Ragequit Corporation,2,500000.0,76.8,2961,0.0,0,0.5
Matt Newell,2,500000.0,93.1,2991,0.0,1,0.5
"Atari, Infogrames",2,500000.0,91.8,7299,8.99,5,0.5
DiezelPower,2,500000.0,83.8,3317,5.49,3,0.5
Misfits Attic,2,500000.0,73.2,3424,14.99,10,0.5
"Midnight City, Majesco Entertainment",2,500000.0,82.9,3419,12.49,3,0.5
Reverb Triple XP,2,500000.0,41.2,3893,14.99,1,0.5
"Goblinz Publishing, Gamirror Games",2,500000.0,91.6,5579,14.49,162,0.5
caiysware,2,500000.0,86.6,5320,5.99,20,0.5
Romantic Room,2,500000.0,54.6,849,3.49,1,0.5
Mason Lindroth,2,500000.0,97.8,9665,8.99,13,0.5
Dominique Grieshofer,2,500000.0,95.8,18980,2.99,2,0.5
MY.GAMES ,2,500000.0,58.8,1591,0.0,10,0.5
SMU Guildhall,2,500000.0,93.1,4260,0.0,1,0.5
"Monumental, LLC",2,500000.0,77.8,4083,9.99,15,0.5
N3V Games,2,500000.0,74.6,4391,14.99,80,0.5
MyACG Studio,2,500000.0,87.7,4446,14.99,3,0.5
Cloak and Dagger Games,2,500000.0,87.8,2494,0.0,1,0.5
Blind Mind Studios,2,500000.0,82.0,1050,13.99,0,0.5
The Fox Knocks,2,500000.0,74.0,2756,5.99,182,0.5
"Live Motion Games, PlayWay S.A.",2,500000.0,75.2,1324,0.0,0,0.5
Coconut Island Games,2,500000.0,70.6,2733,10.99,4,0.5
PikPok,2,500000.0,93.3,5568,20.99,214,0.5
META Publishing,2,500000.0,65.6,1265,7.99,0,0.5
Ysbryd Games,2,500000.0,83.4,1695,19.99,0,0.5
Thomas Happ Games LLC,2,500000.0,86.1,6818,19.99,17,0.5
YFC games,2,500000.0,64.8,1156,0.0,4,0.5
"Gravity Interactive, Inc.",2,500000.0,62.8,1201,0.0,13,0.5
CE-Asia,2,500000.0,92.8,23419,24.99,922,0.5
"Lovely Games Hentai Club, Lovely Games",2,500000.0,83.9,6273,1.99,8,0.5
"Duality Games, PlayWay S.A., HeartBeat Games",2,500000.0,79.9,5694,17.49,22,0.5
Blender Games,2,500000.0,84.1,1484,1.18,3,0.5
Gaddy Games,2,500000.0,91.0,6619,13.99,41,0.5
Grindstone,2,500000.0,71.6,4133,17.49,281,0.5
HIKE Inc.,2,500000.0,82.2,2353,11.99,3,0.5
Simon Fredholm,2,500000.0,78.3,2556,5.0,0,0.5
CINEMAX GAMES,2,500000.0,70.8,2153,3.19,3,0.5
Skystone Games,2,500000.0,89.0,5389,14.99,93,0.5
Shoot Girl,2,500000.0,87.7,10536,0.99,9,0.5
Siactro,2,500000.0,96.8,2739,1.99,1,0.5
Dylan Fitterer,2,500000.0,81.8,8712,17.49,9,0.5
Anotherindie,2,500000.0,93.4,7502,4.99,81,0.5
Angry Mob Games,2,500000.0,81.6,1524,10.99,3,0.5
Skunkape Games,2,500000.0,91.7,2231,9.99,19,0.5
EightyEightGames,2,500000.0,86.2,3352,4.99,4,0.5
Winch Gate Property Limited,2,500000.0,57.4,1287,0.0,5,0.5
Sandstorm Studios Inc.,2,500000.0,86.8,4987,11.49,43,0.5
Desert Owl Games LLC,2,500000.0,74.4,1147,0.0,22,0.5
TyGAMES,2,500000.0,87.0,1084,11.49,2,0.5
Parallel Space Inc,2,500000.0,59.5,2791,0.0,148,0.5
"Hook Games, GrabTheGames",2,500000.0,87.3,1574,1.99,4,0.5
Teotl Studios,2,500000.0,86.1,3055,14.99,2,0.5
Terrible Posture Games,2,500000.0,78.3,2777,19.99,2,0.5
Hyperstrange,2,500000.0,90.5,4127,7.5,19,0.5
TEAM HORAY,2,500000.0,92.6,11473,12.49,2268,0.5
TB Games,2,500000.0,62.7,11773,7.5,3,0.5
"TALESSHOP Co., Ltd., Smilegate",2,500000.0,96.7,5348,8.74,6,0.5
IllFonic Publishing,2,500000.0,84.2,5635,19.99,42,0.5
Survios,2,500000.0,75.9,4558,34.99,10,0.5
Faton,2,500000.0,47.8,996,0.49,0,0.5
Blue Brain Games,2,500000.0,89.6,8416,19.99,28,0.5
Caveman Studio,2,500000.0,78.8,6659,19.99,155,0.5
Cateia Games,2,500000.0,66.0,287,12.49,0,0.5
Snapshot Games Inc.,2,500000.0,74.0,7465,17.49,177,0.5
"Bossa Studios, Infogrames",2,500000.0,66.3,1651,9.99,3,0.5
PeriScope Game,2,500000.0,74.8,3503,2.99,0,0.5
Juvty Worlds,2,500000.0,60.1,3482,20.0,78,0.5
State of Play,2,500000.0,91.1,2592,7.99,1,0.5
Clickteam,2,500000.0,82.8,2186,50.0,134,0.5
Over The Moon,2,500000.0,84.6,4338,13.49,1,0.5
Handelabra Games Inc.,2,500000.0,85.2,2431,9.99,10,0.5
Aggro Crab,2,500000.0,87.4,18241,9.99,147,0.5
"JAST, Kagura Games (Chinese Localization)",2,500000.0,92.3,7935,27.49,21,0.5
Hanako Games,2,500000.0,80.7,7199,7.49,16,0.5
Perfect Day Studio,2,500000.0,91.2,4281,11.24,3,0.5
SubaGames,2,500000.0,60.8,1640,0.0,30,0.5
Geoff Keighley,2,500000.0,85.4,1691,4.99,0,0.5
Immanitas Entertainment GmbH,2,500000.0,52.0,759,0.49,7,0.5
"Gaming Factory, Ultimate Games S.A.",2,500000.0,80.3,4769,8.99,25,0.5
Inverse Game,2,500000.0,92.1,6181,1.99,1,0.5
Ghostlight LTD,3,450000.0,75.3,2636,13.32,10,0.45
HaDe Games,3,450000.0,46.7,493,1.55,0,0.45
Brain Seal Ltd,3,450000.0,81.0,1641,4.49,3,0.45
FC Maker,3,450000.0,93.4,1608,13.32,0,0.45
Viva Media,3,450000.0,60.7,694,13.32,2,0.45
Puppet Combo,3,450000.0,94.0,4564,11.66,13,0.45
"PopCap Games, Inc.",4,450000.0,86.9,1378,4.99,24,0.45
Proximity Games,3,450000.0,56.1,6230,0.66,3,0.45
Games Farm,3,450000.0,51.4,1320,10.32,1,0.45
方块游戏(CubeGame),3,450000.0,81.7,6705,10.66,104,0.45
Creepy Brothers,3,450000.0,87.3,4984,8.32,9,0.45
ILLUSION,3,450000.0,76.2,4422,39.99,12,0.45
Astra Logical,3,450000.0,86.7,2160,19.99,12,0.45
Octavi Navarro,3,450000.0,93.2,4390,2.66,1,0.45
Reflect Studios,3,450000.0,86.2,6807,8.32,15,0.45
Lovely Games,3,450000.0,68.4,3599,2.66,1,0.45
Prophecy Games,2,425000.0,73.4,5516,22.49,1261,0.42
yevhen8,2,425000.0,94.9,7163,13.99,111,0.42
Neko Climax Studios,2,425000.0,96.1,8990,4.49,2,0.42
REX PEX GAMES,2,425000.0,64.0,346,4.99,5,0.42
Marvelous,2,425000.0,88.6,2018,9.99,3,0.42
Big Fan Games,2,425000.0,79.3,4384,22.49,6617,0.42
Door 407,2,425000.0,89.3,10245,16.34,464,0.42
Frogdice,2,425000.0,64.7,1078,7.5,10,0.42
Zulubo Productions,2,425000.0,87.4,2649,15.0,8,0.42
Petroglyph,2,425000.0,70.0,3517,12.49,4,0.42
Wastebasket Games,2,425000.0,86.2,1767,0.99,4,0.42
Cipher Prime Studios,2,425000.0,81.3,801,8.49,0,0.42
Claymatic Games,2,425000.0,75.2,1137,4.99,2,0.42
Coconut Shavers,2,425000.0,76.7,687,0.0,34,0.42
Ice-Pick Lodge,2,425000.0,83.9,3029,9.99,2,0.42
InterAction studios,2,425000.0,93.7,4530,3.0,91,0.42
Hello There Games,2,425000.0,93.4,5787,19.99,3,0.42
Sokpop Collective,3,375000.0,86.5,2110,3.82,3,0.38
TERNOX,3,375000.0,88.1,2104,5.49,27,0.38
Bitlock Studio,3,375000.0,66.2,555,1.32,0,0.38
etherane,3,375000.0,96.6,5439,1.99,5,0.38
Nitro Games,3,375000.0,54.5,686,8.32,7,0.38
OTAKU Plan,3,375000.0,91.0,2794,15.99,8,0.38
PUNKCAKE Delicieux,1,350000.0,91.6,6420,9.99,71,0.35
0Cube,1,350000.0,84.8,1884,0.0,0,0.35
1001 Studio,1,350000.0,89.8,1390,2.99,0,0.35
噪点游戏 SERICA GAMES,1,350000.0,61.7,2032,19.99,470,0.35
天津芸芸科技有限公司,1,350000.0,73.0,2788,7.99,2,0.35
小团团工作室,1,350000.0,74.7,1677,9.99,11,0.35
重楼工作室,1,350000.0,74.4,5985,24.99,31,0.35
零创游戏(ZerocreationGame),1,350000.0,96.7,6464,13.99,8,0.35
"香港商河洛互動娛樂股份有限公司, 方块游戏",1,350000.0,81.9,10632,17.99,171,0.35
鸽屋咕游戏,1,350000.0,59.2,1417,0.0,0,0.35
Creature Cauldron,1,350000.0,78.9,1564,7.99,6,0.35
Panoramik Inc,1,350000.0,75.0,2654,0.0,0,0.35
O.L. Software,1,350000.0,96.5,1530,39.99,75,0.35
"OMEGAMES STUDIO, NPC Entertainment",1,350000.0,97.3,18192,14.99,97,0.35
ORQA,1,350000.0,82.4,2180,0.0,77,0.35
Paul Schneider,1,350000.0,73.5,1979,4.99,29,0.35
HeyBox Games,1,350000.0,95.4,2817,4.19,9,0.35
Burak Dabak,1,350000.0,79.0,4117,19.99,51,0.35
"Vblank Entertainment, Inc.",1,350000.0,88.1,2405,2.99,1,0.35
Chronic Logic,1,350000.0,57.6,481,9.99,1,0.35
Terapoly,1,350000.0,80.6,1357,5.99,2,0.35
Flying Cafe for Semianimals,1,350000.0,70.7,1955,12.99,0,0.35
Flying Helmet Games,1,350000.0,82.1,780,0.0,1,0.35
心火游戏,1,350000.0,58.4,8718,29.99,32,0.35
摸鱼猫工作室,1,350000.0,90.5,1722,1.47,39,0.35
BG Productions,1,350000.0,82.3,11504,1.39,305,0.35
B4T Games,1,350000.0,65.2,719,0.0,21,0.35
BANDAI NAMCO Entertainment Inc.,1,350000.0,90.6,10959,49.99,968,0.35
Pixelsplit,1,350000.0,85.9,1685,1.19,50,0.35
ObsessionSoft,1,350000.0,82.2,1005,0.0,3,0.35
"Ocean Drive Studio, Inc.",1,350000.0,69.9,1964,34.99,23,0.35
Ocean Media LLC,1,350000.0,64.4,836,4.99,0,0.35
"Alberto Herrera, Ziel Graywords, Stw projects",1,350000.0,89.8,3596,0.0,0,0.35
Holy Wow Studios LLC,1,350000.0,98.0,9777,14.99,33,0.35
"Honor Code, Inc.",1,350000.0,76.6,1358,14.99,1,0.35
Hoochoo Game Studios,1,350000.0,80.7,1331,19.99,18,0.35
"Hooded Horse, Mimimi Games",1,350000.0,92.6,4773,9.99,273,0.35
"Hooded Horse, Ndemic Creations",1,350000.0,82.5,6316,4.49,358,0.35
"Hooded Horse, Sidekick Publishing",1,350000.0,92.7,5252,9.99,6920,0.35
TeamNova,1,350000.0,78.7,1548,0.0,38,0.35
Technomancy Studios,1,350000.0,87.8,994,0.49,4,0.35
"Hardsuit Labs, Inc.",1,350000.0,76.2,16411,0.0,2,0.35
"Hassey Enterprises, Inc.",1,350000.0,83.7,859,0.0,4,0.35
HeadHunters games,1,350000.0,95.5,1740,6.99,8,0.35
Hidden Folks,1,350000.0,96.7,9261,14.99,7,0.35
High Horse Entertainment,1,350000.0,76.8,1568,14.99,0,0.35
Hippo Games,1,350000.0,95.9,4775,0.0,130,0.35
Hex Entertainment,1,350000.0,62.8,1748,0.0,0,0.35
Business Goose Studios,1,350000.0,98.1,2313,9.99,13,0.35
By Aliens L.L.C-FZ,1,350000.0,58.3,2481,0.0,105,0.35
Bytebin,1,350000.0,60.7,730,0.0,4,0.35
Team SNEED,1,350000.0,94.5,2477,0.99,2,0.35
Team Sorcerobe,1,350000.0,92.5,1472,19.99,1,0.35
"Team17, Gleamer Studio",1,350000.0,86.7,7280,6.79,111,0.35
"Team9, indienova",1,350000.0,93.9,5972,34.99,12,0.35
"PINIX, IndieArk",1,350000.0,91.5,3722,14.99,64,0.35
PIXOWL INC.,1,350000.0,42.3,1490,0.0,2,0.35
"PQube, SONNORI Corp",1,350000.0,80.9,4003,29.99,48,0.35
Flavourworks,1,350000.0,78.2,1597,11.99,2,0.35
Flipline Studios,1,350000.0,99.3,11314,5.99,122,0.35
Vercidium,1,350000.0,82.1,3266,0.0,0,0.35
Victory Lap Games,1,350000.0,57.2,912,0.0,0,0.35
"Akupara Games, Akatsuki Taiwan Inc.",1,350000.0,94.3,6910,7.14,6,0.35
Al Fine,1,350000.0,90.3,12267,24.99,286,0.35
Tann,1,350000.0,96.8,2131,8.99,93,0.35
Taranasus,1,350000.0,96.7,2821,0.0,0,0.35
Tasharen Entertainment Inc.,1,350000.0,80.0,3591,9.99,3,0.35
Tayanna Studios,1,350000.0,66.0,159,8.99,0,0.35
Team Curiosity ✦,1,350000.0,96.3,6318,14.99,100,0.35
Hopoo Games,1,350000.0,95.8,5425,9.99,8,0.35
"HotchPotch K.K., 346lab Localization",1,350000.0,96.4,4388,9.99,18,0.35
"Hotloop, Surefire.Games",1,350000.0,85.7,2529,19.99,77,0.35
Housemade Inc.,1,350000.0,84.9,921,7.99,27,0.35
Flamebait Games,1,350000.0,88.3,6779,9.99,25,0.35
FoamPunch,1,350000.0,95.4,3058,17.99,68,0.35
Focusd IO,1,350000.0,93.0,1978,7.99,40,0.35
For Fun Labs,1,350000.0,94.5,3209,29.99,4,0.35
Vae Victis Games,1,350000.0,50.8,1333,0.0,0,0.35
Vagabond Dog,1,350000.0,74.5,2430,9.99,2,0.35
Burst2Flame Entertainment,1,350000.0,85.2,3232,19.99,74,0.35
HumaNature Studios,1,350000.0,88.1,1091,14.99,0,0.35
"Humble Games, Maple Whispering Limited",1,350000.0,93.3,7435,7.99,22,0.35
Team Forbidden,1,350000.0,89.3,2227,0.0,5,0.35
Akella,1,350000.0,45.1,5296,5.99,7,0.35
TPP Studio,1,350000.0,84.6,5966,5.99,12,0.35
Hunter Studio,1,350000.0,77.5,8290,17.99,1121,0.35
"HypeTrain Digital, StunForge",1,350000.0,89.9,2140,19.99,325,0.35
I-Illusions,1,350000.0,94.4,2822,14.99,2,0.35
IDEA FRUITION,1,350000.0,88.7,2112,0.0,1,0.35
Victura,1,350000.0,82.2,14627,39.99,143,0.35
Vidas Salavejus,1,350000.0,59.1,347,4.99,0,0.35
ChillyRoom,1,350000.0,67.2,4612,17.99,48,0.35
"Hibernian Workshop, MP2 Games",1,350000.0,94.7,6914,12.49,184,0.35
Visai Games,1,350000.0,92.3,2577,14.99,6,0.35
Vitali Kirpu,1,350000.0,65.4,7357,14.99,4,0.35
ILMxLAB,1,350000.0,79.3,1380,0.0,2,0.35
Vive Studios,1,350000.0,59.1,523,0.0,0,0.35
Volcanoid,1,350000.0,83.1,8915,19.99,65,0.35
Volga Studios,1,350000.0,78.6,565,0.0,0,0.35
Superboss Games,1,350000.0,90.5,6583,19.99,9,0.35
Chris Hecker,1,350000.0,78.6,1525,24.99,8,0.35
Viking Game Studio,1,350000.0,91.5,3134,19.99,175,0.35
"Vile Monarch, Spiral Up Games",1,350000.0,87.8,3279,14.99,45,0.35
Vortex Games,1,350000.0,79.2,1502,0.0,2,0.35
Alpha Blend Interactive,1,350000.0,80.9,2356,0.0,35,0.35
Swan,1,350000.0,91.9,15519,0.0,153,0.35
Synthetic Domain,1,350000.0,88.1,691,5.99,16,0.35
Systemic Reaction™,1,350000.0,60.2,6315,0.0,2,0.35
T-Bull,1,350000.0,74.2,627,0.0,1,0.35
Bros Before Giraffes,1,350000.0,96.0,3428,0.0,9,0.35
Buckethead Entertainment,1,350000.0,86.8,3285,24.99,45,0.35
Alon Zubina,1,350000.0,78.9,289,1.99,0,0.35
INFOMEDIJI d.o.o.,1,350000.0,61.0,884,0.0,73,0.35
IOA Games,1,350000.0,64.7,587,0.0,3,0.35
Indie Voyage,1,350000.0,94.1,3960,14.99,18,0.35
IndiePub,1,350000.0,87.8,796,4.99,1,0.35
TFL Games,1,350000.0,77.6,5439,9.99,34,0.35
IOSoccer Team,1,350000.0,81.4,2809,0.0,28,0.35
IPACS,1,350000.0,78.9,2002,49.99,4,0.35
Viv's Final Day Off Ltd,1,350000.0,66.7,1639,29.99,5,0.35
Fifth Dimension Company,1,350000.0,55.7,424,1.99,0,0.35
FiftyEight Studios,1,350000.0,82.4,3827,9.99,261,0.35
Finish Line Games,1,350000.0,81.1,2043,9.99,0,0.35
Finn Schuuring,1,350000.0,95.7,1104,2.99,14,0.35
Fire Source Studio,1,350000.0,83.0,112,4.99,2,0.35
Fire Sword Studios,1,350000.0,88.0,3639,0.0,491,0.35
"Fireplace Games, Kepler Ghost",1,350000.0,91.5,3597,4.99,12,0.35
Hellscape Games,1,350000.0,78.8,1182,1.99,5,0.35
Hemisphere Games,1,350000.0,86.0,1376,9.99,3,0.35
"Henteko Doujin, Sanuk Inc.",1,350000.0,99.1,1420,14.99,11,0.35
Terletski Games,1,350000.0,84.0,9739,4.99,23,0.35
"ThankCreate Studio, WhisperGames",1,350000.0,91.5,4333,1.99,0,0.35
The Archotek Project Team ,1,350000.0,54.7,966,0.99,0,0.35
The Battle Grounds Game Development Team,1,350000.0,86.2,3947,0.0,3,0.35
FYRE Games,1,350000.0,91.5,1712,0.0,2,0.35
"FAT BOMB STUDIOS, LLC",1,350000.0,89.6,1213,0.0,0,0.35
Superflat Games,1,350000.0,85.0,1295,9.99,0,0.35
Superku,1,350000.0,83.6,6103,3.0,31,0.35
Icetesy,1,350000.0,93.0,4820,9.99,1,0.35
"IllFonic, Psyop Games",1,350000.0,53.9,330,9.99,0,0.35
Suzuki Suzuzou,1,350000.0,94.6,460,6.99,5,0.35
Aleksei Abramenko,1,350000.0,89.3,2071,9.99,1,0.35
Alice &amp; Smith,1,350000.0,67.3,1065,0.0,0,0.35
Cardboard Computer,1,350000.0,80.5,4158,24.99,4,0.35
Carlsen Games,1,350000.0,92.5,4604,4.99,0,0.35
Sunset Sugar Studios,1,350000.0,45.1,1902,6.99,0,0.35
WANIN Games,1,350000.0,41.9,852,0.0,0,0.35
"WMY Studio, PLAYISM",1,350000.0,92.8,5385,14.99,2,0.35
Far From Home,1,350000.0,80.9,6918,16.49,215,0.35
Farsky Interactive,1,350000.0,74.9,3847,0.0,1,0.35
Fate Dragon Studio,1,350000.0,67.0,491,0.0,0,0.35
Super Rare Originals,1,350000.0,93.1,3400,14.99,15,0.35
Super Spin Digital,1,350000.0,97.2,4043,19.99,16,0.35
SuperVillain Studios,1,350000.0,72.2,1751,7.99,1,0.35
"PQube, VEWO Interactive Inc.",1,350000.0,91.2,3237,19.99,70,0.35
PT.farm Inc.,1,350000.0,76.2,2718,0.0,0,0.35
Baba Yaga Games,1,350000.0,80.0,135,2.99,0,0.35
